expt_no_true,expt_no,sit_probability,bend_probability,stand_probability,tampered_probability,inaction_probability,w_bl,w_br,w_b_sum,w_b_change,w_fl,w_fr,w_f_sum,w_f_change,v_bidet,v_tissue,label,sit_total,bend_total,stand_total,tampered_total,inaction_total,predicted_label
30,7,5.29E-05,0.999944809,2.30E-08,2.23E-06,2.06E-09,327.7,330.53,658.23,-152.11,663.71,760.86,1424.57,465.01,0,7,1,3.60E-05,0.67996247,1.56E-08,1.52E-06,1.40E-09,1
30,7,8.37E-07,0.999999166,4.33E-09,5.17E-10,2.06E-09,291.85,315.57,607.42,-50.81,742.15,798.24,1540.39,115.82,0,7,1,5.69E-07,0.679999433,2.94E-09,3.52E-10,1.40E-09,1
30,7,1.31E-06,0.999998689,1.14E-08,4.02E-10,2.06E-09,285.15,308.7,593.85,-13.57,800.04,828.56,1628.6,88.21,0,7,1,8.91E-07,0.679999109,7.75E-09,2.73E-10,1.40E-09,1
30,7,4.09E-06,0.999991059,4.80E-06,1.43E-08,2.06E-09,285.41,305.83,591.24,-2.61,832.17,843.98,1676.15,47.55,0,7,1,2.78E-06,0.67999392,3.26E-06,9.72E-09,1.40E-09,1
30,7,5.42E-05,0.994462686,0.005479634,3.49E-06,2.06E-09,286.99,305.86,592.85,1.61,848.35,852.35,1700.7,24.55,0,7,1,3.69E-05,0.676234626,0.003726151,2.37E-06,1.40E-09,1
30,7,5.37E-05,0.955151659,0.044781384,1.32E-05,2.06E-09,289.37,305.03,594.4,1.55,854.53,856.95,1711.48,10.78,0,7,1,3.65E-05,0.649503128,0.030451341,8.98E-06,1.40E-09,1
30,7,6.17E-05,0.863534042,0.136388341,1.60E-05,2.06E-09,292.26,306.07,598.33,3.93,858.76,860.49,1719.25,7.77,0,7,1,4.20E-05,0.587203149,0.092744072,1.09E-05,1.40E-09,1
30,7,7.09E-05,0.889224052,0.110694498,1.06E-05,2.06E-09,295.54,305.39,600.93,2.6,862.07,863.67,1725.74,6.49,0,7,1,4.82E-05,0.604672355,0.075272259,7.21E-06,1.40E-09,1
30,7,7.42E-05,0.886430474,0.113486444,8.92E-06,2.06E-09,299.93,304.74,604.67,3.74,864.71,865.28,1729.99,4.25,0,7,1,5.05E-05,0.602772722,0.077170782,6.07E-06,1.40E-09,1
30,7,4.18E-05,0.981389924,0.018566019,2.21E-06,2.06E-09,303.29,305.54,608.83,4.16,866.62,867.07,1733.69,3.7,0,7,1,2.84E-05,0.667345148,0.012624893,1.50E-06,1.40E-09,1
30,7,2.92E-05,0.995038689,0.004930956,1.10E-06,2.06E-09,306.75,306.72,613.47,4.64,868.79,868.45,1737.24,3.55,0,7,1,1.99E-05,0.676626309,0.00335305,7.48E-07,1.40E-09,1
39,8,1,1.95E-10,2.16E-10,5.89E-12,2.06E-09,797.05,368.74,1165.79,0,NA,NA,NA,0,0,0,0,1,1.33E-10,1.47E-10,4.01E-12,1.40E-09,0
39,8,1,1.68E-10,2.24E-10,4.75E-12,2.06E-09,883.41,419.07,1302.48,0,NA,NA,NA,0,0,0,0,1,1.14E-10,1.52E-10,3.23E-12,1.40E-09,0
39,8,1,2.03E-10,2.44E-10,6.96E-12,2.06E-09,908.05,445.23,1353.28,50.8,8.07,1.17,9.24,9.24,0,0,0,1,1.38E-10,1.66E-10,4.73E-12,1.40E-09,0
39,8,1,2.06E-10,2.77E-10,6.68E-12,2.06E-09,911.27,449.98,1361.25,7.97,6.99,1,7.99,-1.25,0,0,0,1,1.40E-10,1.88E-10,4.54E-12,1.40E-09,0
39,8,1,1.87E-10,2.14E-10,5.38E-12,2.06E-09,913.1,452.57,1365.67,4.42,6.72,1.13,7.85,-0.14,0,0,0,1,1.27E-10,1.46E-10,3.66E-12,1.40E-09,0
39,8,1,2.08E-10,2.88E-10,7.33E-12,2.06E-09,915.73,455.07,1370.8,5.13,6.57,1,7.57,-0.28,0,0,0,1,1.41E-10,1.96E-10,4.98E-12,1.40E-09,0
39,8,1,1.68E-10,2.85E-10,5.88E-12,2.06E-09,916.52,456.1,1372.62,1.82,6.31,1,7.31,-0.26,0,0,0,1,1.14E-10,1.94E-10,4.00E-12,1.40E-09,0
39,8,1,1.62E-10,2.09E-10,4.83E-12,2.06E-09,916.85,456.76,1373.61,0.99,6.2,1.17,7.37,0.06,0,0,0,1,1.10E-10,1.42E-10,3.28E-12,1.40E-09,0
39,8,1,2.03E-10,2.24E-10,6.61E-12,2.06E-09,917.2,457.24,1374.44,0.83,5.86,1.52,7.38,0.01,0,0,0,1,1.38E-10,1.52E-10,4.49E-12,1.40E-09,0
39,8,1,1.42E-10,1.42E-10,2.85E-12,2.06E-09,917.28,457.52,1374.8,0.36,5.58,1.76,7.34,-0.04,0,0,0,1,9.66E-11,9.66E-11,1.94E-12,1.40E-09,0
39,8,1,1.91E-10,1.92E-10,5.19E-12,2.06E-09,917.26,457.74,1375,0.2,5.47,1.98,7.45,0.11,0,0,0,1,1.30E-10,1.31E-10,3.53E-12,1.40E-09,0
39,8,1,1.57E-10,1.63E-10,3.78E-12,2.06E-09,917.48,457.93,1375.41,0.41,6.09,1.85,7.94,0.49,0,0,0,1,1.07E-10,1.11E-10,2.57E-12,1.40E-09,0
39,8,1,1.42E-10,1.60E-10,3.20E-12,2.06E-09,917.67,458.25,1375.92,0.51,5.95,2.04,7.99,0.05,0,0,0,1,9.66E-11,1.09E-10,2.18E-12,1.40E-09,0
39,8,1,2.28E-10,4.26E-10,1.62E-11,2.06E-09,918.05,458.92,1376.97,1.05,5.67,2.36,8.03,0.04,0,0,0,1,1.55E-10,2.90E-10,1.10E-11,1.40E-09,0
39,8,1,2.27E-10,4.75E-10,1.63E-11,2.06E-09,918.05,458.92,1376.97,0,5.67,2.36,8.03,0,0,0,0,1,1.54E-10,3.23E-10,1.11E-11,1.40E-09,0
39,8,1,1.41E-10,1.79E-10,3.32E-12,2.06E-09,917.55,459.05,1376.6,-0.37,6.34,2.33,8.67,0.64,0,0,0,1,9.59E-11,1.22E-10,2.26E-12,1.40E-09,0
39,8,1,1.45E-10,1.47E-10,3.57E-12,2.06E-09,917.58,456.95,1374.53,-2.07,6.22,2.46,8.68,0.01,0,0,0,1,9.86E-11,1.00E-10,2.43E-12,1.40E-09,0
39,8,1,1.49E-10,1.98E-10,3.57E-12,2.06E-09,917.72,455.64,1373.36,-1.17,6.16,2.58,8.74,0.06,0,0,0,1,1.01E-10,1.35E-10,2.43E-12,1.40E-09,0
39,8,1,1.83E-10,4.50E-10,8.22E-12,2.06E-09,917.84,454.58,1372.42,-0.94,5.91,3.05,8.96,0.22,0,0,0,1,1.24E-10,3.06E-10,5.59E-12,1.40E-09,0
39,8,1,2.30E-10,7.80E-10,2.45E-11,2.06E-09,918.11,452.94,1371.05,-1.37,6.06,3.09,9.15,0.19,1,0,0,1,1.56E-10,5.30E-10,1.67E-11,1.40E-09,0
39,8,1,1.99E-10,5.06E-10,9.52E-12,2.06E-09,918.21,452.41,1370.62,-0.43,5.96,3.26,9.22,0.07,1,0,0,1,1.35E-10,3.44E-10,6.47E-12,1.40E-09,0
39,8,1,1.64E-10,4.57E-10,8.06E-12,2.06E-09,918.2,452.25,1370.45,-0.17,6.05,3.63,9.68,0.46,1,0,0,1,1.12E-10,3.11E-10,5.48E-12,1.40E-09,0
39,8,1,1.83E-10,4.77E-10,8.29E-12,2.06E-09,918.41,452.05,1370.46,0.01,5.84,4.19,10.03,0.35,1,0,0,1,1.24E-10,3.24E-10,5.64E-12,1.40E-09,0
39,8,1,2.05E-10,7.55E-10,1.48E-11,2.06E-09,918.48,451.76,1370.24,-0.22,5.77,4.31,10.08,0.05,1,0,0,1,1.39E-10,5.13E-10,1.01E-11,1.40E-09,0
39,8,1,1.72E-10,6.69E-10,1.26E-11,2.06E-09,918.57,451.51,1370.08,-0.16,5.63,4.65,10.28,0.2,2,0,0,1,1.17E-10,4.55E-10,8.57E-12,1.40E-09,0
39,8,1,2.07E-10,4.98E-10,1.71E-11,2.06E-09,918.58,451.23,1369.81,-0.27,5.57,4.75,10.32,0.04,2,0,0,1,1.41E-10,3.39E-10,1.16E-11,1.40E-09,0
39,8,1,3.12E-10,4.95E-10,2.17E-11,2.06E-09,918.6,451.06,1369.66,-0.15,5.58,5.31,10.89,0.57,2,0,0,1,2.12E-10,3.37E-10,1.48E-11,1.40E-09,0
39,8,1,2.53E-10,4.62E-10,1.53E-11,2.06E-09,918.65,450.91,1369.56,-0.1,5.53,5.41,10.94,0.05,2,0,0,1,1.72E-10,3.14E-10,1.04E-11,1.40E-09,0
39,8,1,2.00E-10,5.10E-10,1.39E-11,2.06E-09,918.59,450.73,1369.32,-0.24,5.51,5.28,10.79,-0.15,2,0,0,1,1.36E-10,3.47E-10,9.45E-12,1.40E-09,0
39,8,1,1.96E-10,3.31E-10,9.51E-12,2.06E-09,918.59,450.73,1369.32,0,5.51,5.28,10.79,0,2,0,0,1,1.33E-10,2.25E-10,6.47E-12,1.40E-09,0
39,8,1,1.64E-10,4.02E-10,9.02E-12,2.06E-09,918.65,450.3,1368.95,-0.37,5.48,5.59,11.07,0.28,2,0,0,1,1.12E-10,2.73E-10,6.13E-12,1.40E-09,0
39,8,1,1.45E-10,2.26E-10,4.49E-12,2.06E-09,918.64,443.66,1362.3,-6.65,5.39,5.62,11.01,-0.06,2,0,0,1,9.86E-11,1.54E-10,3.05E-12,1.40E-09,0
39,8,1,1.45E-10,1.57E-10,3.46E-12,2.06E-09,918.72,442.98,1361.7,-0.6,5.35,5.71,11.06,0.05,2,0,0,1,9.86E-11,1.07E-10,2.35E-12,1.40E-09,0
39,8,1,1.86E-10,1.97E-10,5.08E-12,2.06E-09,918.57,442.1,1360.67,-1.03,5.36,6.2,11.56,0.5,3,0,0,1,1.26E-10,1.34E-10,3.45E-12,1.40E-09,0
39,8,1,1.86E-10,2.38E-10,6.37E-12,2.06E-09,918.52,441.89,1360.41,-0.26,5.35,6.26,11.61,0.05,3,0,0,1,1.26E-10,1.62E-10,4.33E-12,1.40E-09,0
39,8,1,2.19E-10,4.69E-10,1.45E-11,2.06E-09,918.45,441.83,1360.28,-0.13,5.34,6.36,11.7,0.09,4,0,0,1,1.49E-10,3.19E-10,9.86E-12,1.40E-09,0
39,8,1,1.45E-10,4.21E-10,7.73E-12,2.06E-09,918.43,441.35,1359.78,-0.5,5.72,6.38,12.1,0.4,4,0,0,1,9.86E-11,2.86E-10,5.26E-12,1.40E-09,0
39,8,1,1.43E-10,2.73E-10,5.63E-12,2.06E-09,918.34,441.93,1360.27,0.49,5.69,6.43,12.12,0.02,4,0,0,1,9.72E-11,1.86E-10,3.83E-12,1.40E-09,0
39,8,1,1.87E-10,1.73E-10,4.34E-12,2.06E-09,909.2,428.27,1337.47,-22.8,17.55,29.22,46.77,34.65,4,0,1,1,1.27E-10,1.18E-10,2.95E-12,1.40E-09,0
39,8,0.999999404,4.45E-07,7.31E-09,1.54E-07,2.06E-09,883.04,406.39,1289.43,-48.04,87.83,136.72,224.55,177.78,4,0,1,0.679999595,0.320000303,0.320000005,0.320000105,1.40E-09,0
39,8,0.066838179,0.046873168,3.74E-06,0.886284931,2.06E-09,831.09,378.88,1209.97,-79.46,338.56,436.8,775.36,550.81,4,0,1,0,0,0,0,0,1
39,8,0.181939371,0.517934356,5.00E-06,0.300121257,2.06E-09,762.92,349.39,1112.31,-97.66,684.52,730.43,1414.95,639.59,4,0,1,0.123718772,0.352195362,3.40E-06,0.204082455,1.40E-09,1
39,8,0.000225635,0.999736259,2.38E-07,3.78E-05,2.06E-09,669.43,308.8,978.23,-134.08,823.22,840.61,1663.83,248.88,4,0,1,0.000153432,0.679820656,1.62E-07,2.57E-05,1.40E-09,1
39,8,0.029208552,0.961019551,0.004742694,0.005029124,2.06E-09,656.85,299.16,956.01,-22.22,854.53,856.66,1711.19,47.36,4,0,1,0.019861815,0.653493295,0.003225032,0.003419804,1.40E-09,1
39,8,4.62E-07,3.02E-08,0.99999845,1.03E-06,2.06E-09,650.29,287.6,937.89,-18.12,871.94,873.62,1745.56,34.37,4,0,1,3.14E-07,2.05E-08,0.999998946,7.00E-07,1.40E-09,1
39,8,3.50E-07,3.62E-08,0.999999046,5.77E-07,2.06E-09,650.24,286.17,936.41,-1.48,874.75,875.84,1750.59,5.03,4,0,1,2.38E-07,2.46E-08,0.999999351,3.92E-07,1.40E-09,1
39,8,0.000631375,0.000856392,0.698291272,0.300220984,2.06E-09,650.93,284.96,935.89,-0.52,873.56,727.66,1601.22,-149.37,4,0,3,0.320429335,0.000582347,0.474838065,0.204150269,1.40E-09,1
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,652.88,284.83,937.71,1.82,738.88,380.6,1119.48,-481.74,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,652.88,284.83,937.71,0,738.88,380.6,1119.48,0,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,654.6,285.09,939.69,1.98,404.29,118.48,522.77,-596.71,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,656.38,285.61,941.99,2.3,132.06,39.5,171.56,-351.21,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,656.38,285.61,941.99,0,132.06,39.5,171.56,0,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,658.1,286.24,944.34,2.35,47.45,19.16,66.61,-104.95,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,658.1,286.24,944.34,0,47.45,19.16,66.61,0,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,660.01,286.96,946.97,2.63,22.66,11.85,34.51,-32.1,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,661.46,288.19,949.65,2.68,15.33,8.36,23.69,-10.82,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,661.46,288.19,949.65,0,15.33,8.36,23.69,0,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,662.82,289.03,951.85,2.2,12.83,6.37,19.2,-4.49,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,662.82,289.03,951.85,0,12.83,6.37,19.2,0,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,664.09,289.77,953.86,2.01,11.2,5.11,16.31,-2.89,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,665.3,290.34,955.64,1.78,10.17,4.24,14.41,-1.9,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,665.3,290.34,955.64,0,10.17,4.24,14.41,0,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,666.44,290.85,957.29,1.65,8.96,4.8,13.76,-0.65,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,667.37,292.02,959.39,2.1,8.52,5.22,13.74,-0.02,4,0,3,0,0,0,0,0,3
39,8,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,667.37,292.02,959.39,0,8.52,5.22,13.74,0,4,0,3,0,0,0,0,0,3
42,9,1,1.43E-10,1.21E-10,2.70E-12,2.06E-09,447,441,888,0,NA,NA,NA,0,0,0,0,1,9.72E-11,8.23E-11,1.84E-12,1.40E-09,0
42,9,1,2.13E-10,1.74E-10,2.26E-12,2.06E-09,773.59,765.89,1539.48,0,NA,NA,NA,0,0,0,0,1,1.45E-10,1.18E-10,1.54E-12,1.40E-09,0
42,9,1,3.52E-10,3.19E-10,4.03E-12,2.06E-09,859.62,836.16,1695.78,0,NA,NA,NA,0,0,0,0,1,2.39E-10,2.17E-10,2.74E-12,1.40E-09,0
42,9,1,2.28E-10,2.02E-10,3.12E-12,2.06E-09,880.54,857.11,1737.65,41.87,0,0.4,0.4,0.4,0,0,0,1,1.55E-10,1.37E-10,2.12E-12,1.40E-09,0
42,9,1,1.75E-10,1.74E-10,3.65E-12,2.06E-09,888.1,866.99,1755.09,17.44,0,2.52,2.52,2.12,0,0,0,1,1.19E-10,1.18E-10,2.48E-12,1.40E-09,0
42,9,1,1.77E-10,2.27E-10,5.31E-12,2.06E-09,894.15,881.99,1776.14,21.05,0.5,4.69,5.19,2.67,0,0,0,1,1.20E-10,1.54E-10,3.61E-12,1.40E-09,0
42,9,1,4.01E-10,1.49E-09,6.56E-11,2.06E-09,896.55,887.16,1783.71,7.57,0.56,4.09,4.65,-0.54,0,0,0,1,2.73E-10,1.01E-09,4.46E-11,1.40E-09,0
42,9,1,4.48E-10,4.41E-09,1.37E-10,2.06E-09,897.34,882.52,1779.86,-3.85,0.7,3.62,4.32,-0.33,0,0,0,1,3.05E-10,3.00E-09,9.32E-11,1.40E-09,0
42,9,1,1.90E-10,1.19E-09,2.25E-11,2.06E-09,897.59,853.19,1750.78,-29.08,0.64,3.24,3.88,-0.44,0,0,0,1,1.29E-10,8.09E-10,1.53E-11,1.40E-09,0
42,9,1,1.29E-10,2.32E-10,3.54E-12,2.06E-09,897.81,849.3,1747.11,-3.67,0.62,2.66,3.28,-0.6,0,0,0,1,8.77E-11,1.58E-10,2.41E-12,1.40E-09,0
42,9,1,1.41E-10,1.42E-10,2.69E-12,2.06E-09,898.47,851.35,1749.82,2.71,0.57,3.86,4.43,1.15,0,0,0,1,9.59E-11,9.66E-11,1.83E-12,1.40E-09,0
42,9,1,1.82E-10,1.65E-10,4.09E-12,2.06E-09,898.72,851.92,1750.64,0.82,0.6,3.54,4.14,-0.29,0,0,0,1,1.24E-10,1.12E-10,2.78E-12,1.40E-09,0
42,9,1,1.68E-10,1.58E-10,3.74E-12,2.06E-09,899.19,853.52,1752.71,2.07,0.83,3.17,4,-0.14,0,0,0,1,1.14E-10,1.07E-10,2.54E-12,1.40E-09,0
42,9,1,1.52E-10,1.44E-10,2.94E-12,2.06E-09,899.75,857.41,1757.16,4.45,1.18,3.54,4.72,0.72,0,0,0,1,1.03E-10,9.79E-11,2.00E-12,1.40E-09,0
42,9,1,1.55E-10,1.54E-10,2.71E-12,2.06E-09,899.98,858.75,1758.73,1.57,1.17,3.32,4.49,-0.23,0,0,0,1,1.05E-10,1.05E-10,1.84E-12,1.40E-09,0
42,9,1,1.79E-10,2.12E-10,3.50E-12,2.06E-09,900.18,860.4,1760.58,1.85,1.11,3.12,4.23,-0.26,0,0,0,1,1.22E-10,1.44E-10,2.38E-12,1.40E-09,0
42,9,1,1.89E-10,4.19E-10,8.21E-12,2.06E-09,900.42,862.24,1762.66,2.08,1.1,2.94,4.04,-0.19,0,0,0,1,1.29E-10,2.85E-10,5.58E-12,1.40E-09,0
42,9,1,2.54E-10,5.90E-10,1.09E-11,2.06E-09,900.22,865.73,1765.95,3.29,1.05,2.78,3.83,-0.21,0,0,0,1,1.73E-10,4.01E-10,7.41E-12,1.40E-09,0
42,9,1,5.23E-10,9.84E-10,1.20E-11,2.06E-09,900.49,864.52,1765.01,-0.94,1.23,2.68,3.91,0.08,0,0,0,1,3.56E-10,6.69E-10,8.16E-12,1.40E-09,0
42,9,1,1.07E-09,2.12E-09,2.46E-11,2.06E-09,900.8,866.14,1766.94,1.93,1.39,2.54,3.93,0.02,1,0,0,1,7.28E-10,1.44E-09,1.67E-11,1.40E-09,0
42,9,1,1.37E-09,1.82E-09,2.83E-11,2.06E-09,901.46,869.21,1770.67,3.73,1.36,2.4,3.76,-0.17,1,0,0,1,9.32E-10,1.24E-09,1.92E-11,1.40E-09,0
42,9,1,1.65E-09,2.73E-09,3.77E-11,2.06E-09,901.74,870.67,1772.41,1.74,1.42,2.29,3.71,-0.05,1,0,0,1,1.12E-09,1.86E-09,2.56E-11,1.40E-09,0
42,9,1,1.59E-09,3.56E-09,4.07E-11,2.06E-09,902.01,872.15,1774.16,1.75,1.37,2.54,3.91,0.2,2,0,0,1,1.08E-09,2.42E-09,2.77E-11,1.40E-09,0
42,9,1,1.97E-09,3.88E-09,6.23E-11,2.06E-09,902.31,873.03,1775.34,1.18,1.36,2.43,3.79,-0.12,2,0,0,1,1.34E-09,2.64E-09,4.24E-11,1.40E-09,0
42,9,1,1.87E-09,3.78E-09,5.11E-11,2.06E-09,902.65,873.63,1776.28,0.94,1.71,2.28,3.99,0.2,2,0,0,1,1.27E-09,2.57E-09,3.47E-11,1.40E-09,0
42,9,1,1.15E-09,1.50E-09,2.94E-11,2.06E-09,902.65,873.63,1776.28,0,1.71,2.28,3.99,0,2,0,0,1,7.82E-10,1.02E-09,2.00E-11,1.40E-09,0
42,9,1,7.16E-10,9.49E-10,3.26E-11,2.06E-09,902.76,873.58,1776.34,0.06,1.9,2.23,4.13,0.14,2,0,0,1,4.87E-10,6.45E-10,2.22E-11,1.40E-09,0
42,9,1,5.55E-10,1.58E-09,2.17E-11,2.06E-09,903.08,876.13,1779.21,2.87,1.8,2.4,4.2,0.07,3,0,0,1,3.77E-10,1.07E-09,1.48E-11,1.40E-09,0
42,9,1,4.01E-10,6.94E-10,8.69E-12,2.06E-09,903.44,878.93,1782.37,3.16,1.69,2.22,3.91,-0.29,4,0,0,1,2.73E-10,4.72E-10,5.91E-12,1.40E-09,0
42,9,1,4.31E-10,5.07E-10,1.01E-11,2.06E-09,903.58,880.62,1784.2,1.83,1.73,2.32,4.05,0.14,4,0,0,1,2.93E-10,3.45E-10,6.87E-12,1.40E-09,0
42,9,1,3.69E-10,7.97E-10,1.97E-11,2.06E-09,903.96,882.69,1786.65,2.45,2.04,2.2,4.24,0.19,4,0,0,1,2.51E-10,5.42E-10,1.34E-11,1.40E-09,0
42,9,1,2.63E-10,1.99E-09,3.34E-11,2.06E-09,904.15,883.93,1788.08,1.43,2.04,2.13,4.17,-0.07,4,1,0,1,1.79E-10,1.35E-09,2.27E-11,1.40E-09,0
42,9,1,2.44E-10,8.85E-10,1.49E-11,2.06E-09,904.26,885.07,1789.33,1.25,2.07,2.06,4.13,-0.04,4,1,0,1,1.66E-10,6.02E-10,1.01E-11,1.40E-09,0
42,9,1,3.45E-10,5.38E-10,1.16E-11,2.06E-09,904.43,886.05,1790.48,1.15,2.01,1.99,4,-0.13,4,1,0,1,2.35E-10,3.66E-10,7.89E-12,1.40E-09,0
42,9,1,3.85E-10,3.72E-10,4.97E-12,2.06E-09,904.43,886.05,1790.48,0,2.01,1.99,4,0,4,1,0,1,2.62E-10,2.53E-10,3.38E-12,1.40E-09,0
42,9,1,2.53E-10,2.92E-10,2.45E-12,2.06E-09,903.15,879.65,1782.8,-7.68,1.98,1.93,3.91,-0.09,4,1,0,1,1.72E-10,1.99E-10,1.67E-12,1.40E-09,0
42,9,1,2.37E-10,2.67E-10,2.22E-12,2.06E-09,902.74,879.46,1782.2,-0.6,2.04,1.82,3.86,-0.05,4,1,0,1,1.61E-10,1.82E-10,1.51E-12,1.40E-09,0
42,9,1,2.50E-10,2.39E-10,2.09E-12,2.06E-09,902.71,880.09,1782.8,0.6,1.98,1.88,3.86,0,4,1,0,1,1.70E-10,1.63E-10,1.42E-12,1.40E-09,0
42,9,1,3.70E-10,2.33E-10,3.48E-12,2.06E-09,902.76,880.56,1783.32,0.52,1.96,1.83,3.79,-0.07,5,1,0,1,2.52E-10,1.58E-10,2.37E-12,1.40E-09,0
42,9,1,3.08E-10,3.21E-10,2.74E-12,2.06E-09,902.81,883.27,1786.08,2.76,1.98,1.78,3.76,-0.03,5,1,0,1,2.09E-10,2.18E-10,1.86E-12,1.40E-09,0
42,9,1,2.01E-10,2.98E-10,2.10E-12,2.06E-09,901,860.01,1761.01,-25.07,14.27,11.66,25.93,22.17,5,1,1,1,1.37E-10,2.03E-10,1.43E-12,1.40E-09,0
42,9,1,2.12E-09,6.11E-10,1.24E-11,2.06E-09,885.79,746.83,1632.62,-128.39,73.39,52.91,126.3,100.37,5,1,1,0.68,0.320000001,0.32,0.32,1.40E-09,0
42,9,0.998511507,0.001488338,3.12E-08,1.19E-07,2.06E-09,855.13,516.87,1372,-260.62,132.69,185.21,317.9,191.6,5,1,1,0.678987825,0.32101207,0.320000021,0.320000081,1.40E-09,0
42,9,0.974963116,0.025032051,1.12E-07,4.79E-06,2.06E-09,804.07,346.46,1150.53,-221.47,340.23,369.35,709.58,391.68,5,1,1,0.662974919,0.337021795,0.320000076,0.320003257,1.40E-09,0
42,9,0.986600123,0.013291101,1.45E-07,0.000108666,2.06E-09,688.83,278.73,967.56,-182.97,320.8,527.27,848.07,138.49,5,1,1,0.670888084,0.329037949,0.320000099,0.320073893,1.40E-09,0
42,9,0.99594539,0.003962134,8.20E-08,9.24E-05,2.06E-09,665.23,294.56,959.79,-7.77,466.01,633.18,1099.19,251.12,5,1,1,0.677242865,0.322694251,0.320000056,0.320062832,1.40E-09,0
42,9,0.998820625,0.001157604,3.82E-08,2.18E-05,2.06E-09,650.82,313.2,964.02,4.23,543.31,683.55,1226.86,127.67,5,1,1,0.999198025,0.000787171,2.60E-08,1.48E-05,1.40E-09,0
42,9,0.999931579,6.79E-05,6.73E-09,4.78E-07,2.06E-09,643.16,336.83,979.99,15.97,112.16,472.05,584.21,-642.65,5,1,1,0.999953474,4.62E-05,4.58E-09,3.25E-07,1.40E-09,0
42,9,0.995580385,0.004416353,3.38E-08,3.21E-06,2.06E-09,641.12,346.56,987.68,7.69,280.89,291.98,572.87,-11.34,5,1,1,0.996994662,0.00300312,2.30E-08,2.18E-06,1.40E-09,0
42,9,0.085277862,0.914623952,2.31E-07,9.80E-05,2.06E-09,639.88,355.45,995.33,7.65,238.36,489.89,728.25,155.38,5,1,1,0.057988946,0.621944287,1.57E-07,6.66E-05,1.40E-09,1
42,9,5.05E-05,0.999949339,2.04E-08,6.42E-08,2.06E-09,638.31,371.2,1009.51,14.18,170.76,545.42,716.18,-12.07,5,1,1,3.43E-05,0.679965551,1.39E-08,4.37E-08,1.40E-09,1
42,9,0.016593466,0.930136592,0.052518592,0.000751369,2.06E-09,637.25,384.96,1022.21,12.7,404.98,568.47,973.45,257.27,5,1,1,0.011283557,0.632492883,0.035712643,0.000510931,1.40E-09,1
42,9,1.27E-06,1.00E-07,0.999996901,1.71E-06,2.06E-09,637.02,391.45,1028.47,6.26,678.88,719.81,1398.69,425.24,5,1,1,8.64E-07,6.80E-08,0.999997893,1.16E-06,1.40E-09,1
42,9,5.83E-07,2.89E-08,0.999998808,6.52E-07,2.06E-09,636.46,397.67,1034.13,5.66,772.27,766.32,1538.59,139.9,5,1,1,3.96E-07,1.97E-08,0.999999189,4.43E-07,1.40E-09,1
42,9,1.41E-06,4.22E-08,0.999996901,1.66E-06,2.06E-09,636.42,403.88,1040.3,6.17,817.38,787.69,1605.07,66.48,5,1,1,9.59E-07,2.87E-08,0.999997893,1.13E-06,1.40E-09,1
42,9,1.31E-06,3.80E-08,0.999997377,1.35E-06,2.06E-09,636.38,410.12,1046.5,6.2,766.77,786.37,1553.14,-51.93,5,1,1,8.91E-07,2.58E-08,0.999998216,9.18E-07,1.40E-09,1
42,9,1.65E-06,4.36E-08,0.999996305,2.04E-06,2.06E-09,636.66,416.42,1053.08,6.58,738.43,587.9,1326.33,-226.81,5,1,1,1.12E-06,2.96E-08,0.679997487,1.39E-06,0.320000001,1
42,9,7.74E-07,2.40E-08,0.999998569,6.85E-07,2.06E-09,636.83,428.42,1065.25,12.17,703.89,839.32,1543.21,216.88,5,1,1,5.26E-07,1.63E-08,0.999999027,4.66E-07,1.40E-09,1
