expt_no_true,expt_no,sit_probability,bend_probability,stand_probability,tampered_probability,inaction_probability,w_bl,w_br,w_b_sum,w_b_change,w_fl,w_fr,w_f_sum,w_f_change,v_bidet,v_tissue,label,sit_total,bend_total,stand_total,tampered_total,inaction_total,predicted_label
89,25,1,2.94E-10,1.39E-10,3.11E-12,2.06E-09,0.2,4.87,5.07,-0.6,417.42,302.12,719.54,-68.09,0,0,0,1,2.00E-10,9.45E-11,2.11E-12,1.40E-09,0
89,25,1,1.14E-10,1.22E-10,1.72E-12,2.06E-09,0.17,6.24,6.41,1.34,436.48,290.67,727.15,7.61,0,0,0,1,7.75E-11,8.30E-11,1.17E-12,1.40E-09,0
89,25,1,8.98E-11,1.16E-10,1.72E-12,2.06E-09,0.15,6.22,6.37,-0.04,471.57,296.94,768.51,41.36,0,0,0,1,6.11E-11,7.89E-11,1.17E-12,1.40E-09,0
89,25,1,8.05E-11,7.28E-11,1.20E-12,2.06E-09,0.14,6.2,6.34,-0.03,492.52,303.07,795.59,27.08,0,0,0,1,5.47E-11,4.95E-11,8.16E-13,1.40E-09,0
89,25,1,2.71E-10,1.18E-10,1.68E-12,2.06E-09,0.13,6.26,6.39,0.05,509.45,316.46,825.91,30.32,0,0,0,1,1.84E-10,8.02E-11,1.14E-12,1.40E-09,0
89,25,1,1.54E-10,1.23E-10,1.17E-12,2.06E-09,0.12,6.45,6.57,0.18,513.33,312.49,825.82,-0.09,0,0,0,1,1.05E-10,8.36E-11,7.96E-13,1.40E-09,0
89,25,1,9.33E-11,8.97E-11,8.83E-13,2.06E-09,0.33,8.21,8.54,1.97,519.62,313.35,832.97,7.15,0,0,0,1,6.34E-11,6.10E-11,6.00E-13,1.40E-09,0
89,25,1,1.09E-10,1.40E-10,9.52E-13,2.06E-09,0.37,8.13,8.5,-0.04,523.93,312.47,836.4,3.43,0,0,0,1,7.41E-11,9.52E-11,6.47E-13,1.40E-09,0
89,25,1,1.23E-10,1.73E-10,1.10E-12,2.06E-09,0.35,8.06,8.41,-0.09,525.27,311.91,837.18,0.78,0,0,0,1,8.36E-11,1.18E-10,7.48E-13,1.40E-09,0
89,25,1,1.64E-10,1.75E-10,1.25E-12,2.06E-09,0.32,7.94,8.26,-0.15,519.92,311.31,831.23,-5.95,1,0,0,1,1.12E-10,1.19E-10,8.50E-13,1.40E-09,0
89,25,1,3.08E-10,1.46E-10,1.67E-12,2.06E-09,0.3,7.84,8.14,-0.12,515.95,311.28,827.23,-4,1,0,0,1,2.09E-10,9.93E-11,1.14E-12,1.40E-09,0
89,25,1,4.33E-10,1.21E-10,1.73E-12,2.06E-09,0.53,7.37,7.9,-0.24,510.12,310.18,820.3,-6.93,1,0,0,1,2.94E-10,8.23E-11,1.18E-12,1.40E-09,0
89,25,1,6.69E-10,1.17E-10,1.73E-12,2.06E-09,0.5,8.6,9.1,1.2,508.62,309.93,818.55,-1.75,1,0,0,1,4.55E-10,7.96E-11,1.18E-12,1.40E-09,0
89,25,1,7.78E-10,1.28E-10,2.15E-12,2.06E-09,0.6,8.16,8.76,-0.34,501.22,310.01,811.23,-7.32,2,0,0,1,5.29E-10,8.70E-11,1.46E-12,1.40E-09,0
89,25,1,4.92E-10,1.39E-10,1.97E-12,2.06E-09,0.58,8.1,8.68,-0.08,496.01,310.36,806.37,-4.86,2,0,0,1,3.35E-10,9.45E-11,1.34E-12,1.40E-09,0
89,25,1,6.05E-10,1.34E-10,1.91E-12,2.06E-09,0.56,8,8.56,-0.12,492.72,310.66,803.38,-2.99,2,0,0,1,4.11E-10,9.11E-11,1.30E-12,1.40E-09,0
89,25,1,2.58E-09,2.01E-10,4.70E-12,2.06E-09,0.54,7.9,8.44,-0.12,495.82,310.62,806.44,3.06,2,0,0,1,1.75E-09,1.37E-10,3.20E-12,1.40E-09,0
89,25,1,5.61E-09,1.76E-10,6.34E-12,2.06E-09,0.52,7.82,8.34,-0.1,499.85,310.82,810.67,4.23,2,0,0,1,3.81E-09,1.20E-10,4.31E-12,1.40E-09,0
89,25,1,1.11E-08,2.15E-10,1.18E-11,2.06E-09,0.75,7.45,8.2,-0.14,507.67,311.72,819.39,8.72,3,0,0,1,7.55E-09,1.46E-10,8.02E-12,1.40E-09,0
89,25,1,5.00E-09,1.86E-10,4.97E-12,2.06E-09,0.72,7.39,8.11,-0.09,509.14,311.79,820.93,1.54,3,0,0,1,3.40E-09,1.26E-10,3.38E-12,1.40E-09,0
89,25,1,4.05E-09,1.67E-10,4.39E-12,2.06E-09,0.7,7.21,7.91,-0.2,509.96,312.07,822.03,1.1,3,0,0,1,2.75E-09,1.14E-10,2.99E-12,1.40E-09,0
89,25,1,4.41E-10,1.03E-10,1.65E-12,2.06E-09,0.68,7.2,7.88,-0.03,497.13,312.06,809.19,-12.84,3,0,0,1,3.00E-10,7.00E-11,1.12E-12,1.40E-09,0
89,25,1,3.67E-10,1.15E-10,1.65E-12,2.06E-09,0.64,7.15,7.79,-0.09,480.87,312.72,793.59,-15.6,3,0,0,1,2.50E-10,7.82E-11,1.12E-12,1.40E-09,0
89,25,1,2.72E-10,1.19E-10,1.58E-12,2.06E-09,0.62,6.9,7.52,-0.27,476.15,312.97,789.12,-4.47,3,0,0,1,1.85E-10,8.09E-11,1.07E-12,1.40E-09,0
89,25,1,2.48E-10,1.18E-10,1.47E-12,2.06E-09,0.59,7.8,8.39,0.87,473.07,313.6,786.67,-2.45,3,0,0,1,1.69E-10,8.02E-11,1.00E-12,1.40E-09,0
89,25,1,3.27E-10,1.37E-10,1.93E-12,2.06E-09,0.57,7.73,8.3,-0.09,440.2,313.48,753.68,-32.99,3,0,0,1,2.22E-10,9.32E-11,1.31E-12,1.40E-09,0
89,25,1,3.10E-10,1.41E-10,2.04E-12,2.06E-09,0.56,7.63,8.19,-0.11,411.77,313.37,725.14,-28.54,3,0,0,1,2.11E-10,9.59E-11,1.39E-12,1.40E-09,0
89,25,1,2.68E-10,1.33E-10,2.07E-12,2.06E-09,0.54,7.61,8.15,-0.04,300.74,313.61,614.35,-110.79,4,0,0,1,1.82E-10,9.04E-11,1.41E-12,1.40E-09,0
89,25,1,1.55E-10,1.06E-10,1.36E-12,2.06E-09,0.53,7.73,8.26,0.11,518.72,329.31,848.03,233.68,4,0,0,0.68,0.32,0.32,0.32,1.40E-09,0
89,25,1,1.10E-10,1.19E-10,9.38E-13,2.06E-09,0.52,7.67,8.19,-0.07,702.08,376.17,1078.25,230.22,4,0,0,0.68,0.32,0.32,0.32,1.40E-09,0
89,25,1,8.50E-10,6.79E-10,2.75E-12,2.06E-09,0.49,7.56,8.05,-0.14,765.62,612.37,1377.99,299.74,4,0,1,0.68,0.320000001,0.32,0.32,1.40E-09,0
89,25,0.986467396,0.013532153,5.15E-07,9.06E-09,2.06E-09,0.48,7.51,7.99,-0.06,800.34,710.99,1511.33,133.34,5,0,1,0.990797829,0.009201864,3.50E-07,6.16E-09,1.40E-09,0
89,25,4.78E-06,0.999995232,1.71E-09,1.62E-10,2.06E-09,0.47,7.53,8,0.01,806.69,755.97,1562.66,51.33,5,0,1,3.25E-06,0.679996758,1.16E-09,1.10E-10,1.40E-09,1
89,25,5.26E-07,0.999999523,6.93E-10,2.62E-11,2.06E-09,0.46,7.78,8.24,0.24,785.11,767.38,1552.49,-10.17,5,0,1,3.58E-07,0.679999676,4.71E-10,1.78E-11,1.40E-09,1
89,25,2.19E-06,0.999997854,1.46E-09,1.19E-10,2.06E-09,0.45,7.82,8.27,0.03,780.6,768.87,1549.47,-3.02,5,0,1,1.49E-06,0.679998541,9.93E-10,8.09E-11,1.40E-09,1
89,25,3.40E-06,0.999996543,1.69E-09,1.73E-10,2.06E-09,0.43,8.32,8.75,0.48,746.31,757.58,1503.89,-45.58,5,0,1,2.31E-06,0.679997649,1.15E-09,1.18E-10,1.40E-09,1
89,25,2.78E-05,0.999972106,2.59E-09,5.35E-10,2.06E-09,0.42,8.28,8.7,-0.05,728.33,750.92,1479.25,-24.64,5,0,1,1.89E-05,0.679981032,1.76E-09,3.64E-10,1.40E-09,1
89,25,2.28E-05,0.999977232,2.32E-09,5.01E-10,2.06E-09,0.41,8.24,8.65,-0.05,725.67,746.83,1472.5,-6.75,5,0,1,1.55E-05,0.679984518,1.58E-09,3.41E-10,1.40E-09,1
89,25,8.83E-06,0.999991179,2.04E-09,2.85E-10,2.06E-09,0.41,8.26,8.67,0.02,690.22,735.07,1425.29,-47.21,5,0,1,6.00E-06,0.679994002,1.39E-09,1.94E-10,1.40E-09,1
89,25,9.53E-07,0.999999046,1.22E-09,3.10E-11,2.06E-09,0.49,8.28,8.77,0.1,647.24,732.12,1379.36,-45.93,5,0,1,6.48E-07,0.679999351,8.30E-10,2.11E-11,1.40E-09,1
89,25,0.007725905,0.983390256,0.008870503,1.33E-05,2.06E-09,0.6,8.33,8.93,0.16,710.11,742,1452.11,72.75,5,0,1,0.005253615,0.668705374,0.006031942,9.04E-06,1.40E-09,1
89,25,1.48E-07,3.24E-08,0.999999762,1.06E-07,2.06E-09,0.69,8.38,9.07,0.14,777.94,758.42,1536.36,84.25,5,0,1,1.01E-07,2.20E-08,0.999999838,7.21E-08,1.40E-09,1
89,25,1.09E-07,1.52E-08,0.999999762,8.95E-08,2.06E-09,0.66,8.15,8.81,-0.26,837.16,784.59,1621.75,85.39,5,0,1,7.41E-08,1.03E-08,0.999999838,6.09E-08,1.40E-09,1
89,25,9.42E-08,1.23E-08,0.999999762,7.99E-08,2.06E-09,0.65,8.12,8.77,-0.04,847.22,795.44,1642.66,20.91,5,0,1,6.41E-08,8.36E-09,0.999999838,5.43E-08,1.40E-09,1
89,25,3.22E-08,1.36E-08,0.999999881,5.99E-08,2.06E-09,0.64,8.09,8.73,-0.04,836.44,805.96,1642.4,-0.26,5,0,1,2.19E-08,9.25E-09,0.999999919,4.07E-08,1.40E-09,1
89,25,1.34E-08,1.24E-08,1,4.53E-08,2.06E-09,0.62,8.04,8.66,-0.07,848.51,816.23,1664.74,22.34,5,0,1,9.11E-09,8.43E-09,1,3.08E-08,1.40E-09,1
89,25,3.17E-08,1.26E-08,0.999999881,6.75E-08,2.06E-09,0.61,8.09,8.7,0.04,858.41,816.18,1674.59,9.85,5,0,1,2.16E-08,8.57E-09,0.999999919,4.59E-08,1.40E-09,1
89,25,1.68E-07,1.35E-08,0.999999762,1.12E-07,2.06E-09,0.6,8.4,9,0.3,867.14,817.01,1684.15,9.56,5,0,1,1.14E-07,9.18E-09,0.999999838,7.62E-08,1.40E-09,1
89,25,4.57E-07,1.77E-08,0.999999404,1.67E-07,2.06E-09,0.57,8.42,8.99,-0.01,860.48,782.3,1642.78,-41.37,5,0,3,3.11E-07,1.20E-08,0.999999595,1.14E-07,1.40E-09,1
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.57,8.42,8.99,0,860.48,782.3,1642.78,0,5,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.56,8.39,8.95,-0.04,735.39,610.91,1346.3,-296.48,5,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.59,8.45,9.04,0.09,415.72,295.83,711.55,-634.75,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.59,8.45,9.04,0,415.72,295.83,711.55,0,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.08,8.46,9.54,0.5,138.38,96.98,235.36,-476.19,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.08,8.46,9.54,0,138.38,96.98,235.36,0,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.06,8.48,9.54,0,45.94,36.31,82.25,-153.11,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.04,8.42,9.46,-0.08,22.05,18.82,40.87,-41.38,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.04,8.42,9.46,0,22.05,18.82,40.87,0,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.02,8.37,9.39,-0.07,13.35,12,25.35,-15.52,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.02,8.37,9.39,0,13.35,12,25.35,0,4,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,1.01,8.34,9.35,-0.04,9.29,8.59,17.88,-7.47,3,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.99,8.31,9.3,-0.05,7.01,7.53,14.54,-3.34,3,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.99,8.31,9.3,0,7.01,7.53,14.54,0,3,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.97,8.21,9.18,-0.12,5.58,7.43,13.01,-1.53,3,0,3,0,0,0,0,0,3
89,25,2.06E-09,2.06E-09,2.06E-09,2.06E-09,1,0.97,8.21,9.18,0,5.58,7.43,13.01,0,3,0,3,0,0,0,0,0,3
92,26,1,7.40E-10,9.18E-09,5.14E-10,2.06E-09,0,0,0,0,NA,NA,NA,0,0,0,0,1,5.03E-10,6.24E-09,3.50E-10,1.40E-09,0
92,26,1,2.50E-10,1.74E-09,6.08E-11,2.06E-09,0,0.5,0.5,0,NA,NA,NA,0,0,0,0,1,1.70E-10,1.18E-09,4.13E-11,1.40E-09,0
92,26,1,1.90E-10,2.85E-10,7.92E-12,2.06E-09,0,1.34,1.34,0,NA,NA,NA,0,0,0,0,1,1.29E-10,1.94E-10,5.39E-12,1.40E-09,0
92,26,1,4.16E-10,4.70E-10,2.73E-11,2.06E-09,0,1.6,1.6,0.26,67.22,299.41,366.63,0,0,0,0,1,2.83E-10,3.20E-10,1.86E-11,1.40E-09,0
92,26,1,4.08E-10,5.45E-10,3.49E-11,2.06E-09,0.17,2.35,2.52,0.92,49.67,286.49,336.16,-30.47,0,0,0,1,2.77E-10,3.71E-10,2.37E-11,1.40E-09,0
92,26,1,6.79E-10,4.25E-09,4.62E-10,2.06E-09,0.29,6.56,6.85,4.33,37.91,299.71,337.62,1.46,0,0,0,1,4.62E-10,2.89E-09,3.14E-10,1.40E-09,0
92,26,1,7.04E-10,9.05E-09,7.51E-10,2.06E-09,0.22,5.28,5.5,-1.35,28.87,318.26,347.13,9.51,0,0,0,1,4.79E-10,6.15E-09,5.11E-10,1.40E-09,0
92,26,1,7.54E-10,9.44E-09,6.70E-10,2.06E-09,0.2,4.9,5.1,-0.4,88.51,319.99,408.5,61.37,0,0,0,1,5.13E-10,6.42E-09,4.56E-10,1.40E-09,0
92,26,1,4.89E-10,7.27E-09,3.17E-10,2.06E-09,0.25,4.34,4.59,-0.51,189.19,317.68,506.87,98.37,0,0,0,1,3.33E-10,4.94E-09,2.16E-10,1.40E-09,0
92,26,1,1.43E-10,6.92E-10,2.17E-11,2.06E-09,0.23,4.4,4.63,0.04,332.97,312.26,645.23,138.36,0,0,0,1,9.72E-11,4.71E-10,1.48E-11,1.40E-09,0
92,26,1,4.91E-10,4.27E-10,2.86E-11,2.06E-09,0.21,4.04,4.25,-0.38,339.31,322.63,661.94,16.71,0,0,0,1,3.34E-10,2.90E-10,1.94E-11,1.40E-09,0
92,26,1,7.48E-10,4.45E-10,3.70E-11,2.06E-09,0.2,3.96,4.16,-0.09,364.63,322.88,687.51,25.57,0,0,0,1,5.09E-10,3.03E-10,2.52E-11,1.40E-09,0
92,26,1,1.78E-09,1.18E-08,1.44E-09,2.06E-09,0.18,4.03,4.21,0.05,342.98,343.17,686.15,-1.36,0,0,0,1,1.21E-09,8.02E-09,9.79E-10,1.40E-09,0
92,26,1,8.21E-10,1.30E-08,8.25E-10,2.06E-09,0.33,3.97,4.3,0.09,328.34,344.4,672.74,-13.41,0,0,0,1,5.58E-10,8.84E-09,5.61E-10,1.40E-09,0
92,26,1,4.11E-10,6.56E-09,2.49E-10,2.06E-09,0.59,3.85,4.44,0.14,355.62,340.11,695.73,22.99,0,0,0,1,2.79E-10,4.46E-09,1.69E-10,1.40E-09,0
92,26,1,3.65E-10,3.44E-09,1.56E-10,2.06E-09,0.71,4.71,5.42,0.98,346,337.83,683.83,-11.9,0,0,0,1,2.48E-10,2.34E-09,1.06E-10,1.40E-09,0
92,26,1,3.38E-10,2.68E-09,1.10E-10,2.06E-09,0.64,4.69,5.33,-0.09,325.88,337.5,663.38,-20.45,0,0,0,1,2.30E-10,1.82E-09,7.48E-11,1.40E-09,0
92,26,1,5.02E-10,7.38E-09,3.39E-10,2.06E-09,0.61,4.6,5.21,-0.12,342.06,335.01,677.07,13.69,0,0,0,1,3.41E-10,5.02E-09,2.31E-10,1.40E-09,0
92,26,0.999999881,1.45E-09,1.24E-07,1.64E-09,2.06E-09,0.61,4.6,5.21,0,342.06,335.01,677.07,0,0,0,0,0.999999919,9.86E-10,8.43E-08,1.12E-09,1.40E-09,0
92,26,1,5.31E-10,1.56E-08,3.94E-10,2.06E-09,0.59,4.52,5.11,-0.1,336.34,335.89,672.23,-4.84,0,0,0,1,3.61E-10,1.06E-08,2.68E-10,1.40E-09,0
92,26,1,6.43E-10,1.06E-09,6.99E-11,2.06E-09,0.54,4.24,4.78,-0.33,252.7,312.79,565.49,-106.74,0,0,0,1,4.37E-10,7.21E-10,4.75E-11,1.40E-09,0
92,26,1,6.90E-09,1.76E-09,9.12E-10,2.06E-09,0.75,4.05,4.8,0.02,272.46,296.69,569.15,3.66,0,0,0,1,4.69E-09,1.20E-09,6.20E-10,1.40E-09,0
92,26,1,1.73E-08,1.94E-09,3.89E-09,2.06E-09,0.92,4.13,5.05,0.25,318.68,266.32,585,15.85,1,0,0,1,1.18E-08,1.32E-09,2.65E-09,1.40E-09,0
92,26,1,1.77E-08,8.31E-09,9.12E-09,2.06E-09,0.89,4.13,5.02,-0.03,224.89,267.4,492.29,-92.71,1,0,0,1,1.20E-08,5.65E-09,6.20E-09,1.40E-09,0
92,26,0.999999523,4.13E-08,7.94E-08,3.46E-07,2.06E-09,0.93,4.2,5.13,0.11,133.1,267.9,401,-91.29,1,0,0,0.999999676,2.81E-08,5.40E-08,2.35E-07,1.40E-09,0
92,26,0.999998808,3.75E-08,1.57E-07,1.09E-06,2.06E-09,0.89,4.23,5.12,-0.01,80.72,266.94,347.66,-53.34,2,0,0,0.999999189,2.55E-08,1.07E-07,7.41E-07,1.40E-09,0
92,26,0.999999285,3.38E-08,2.82E-07,4.67E-07,2.06E-09,0.86,4.19,5.05,-0.07,50.8,261.37,312.17,-35.49,2,0,0,0.999999514,2.30E-08,1.92E-07,3.18E-07,1.40E-09,0
92,26,0.999999881,8.95E-09,8.02E-08,4.73E-08,2.06E-09,0.81,5.05,5.86,0.81,25.5,219.71,245.21,-66.96,2,0,0,0.999999919,6.09E-09,5.45E-08,3.22E-08,1.40E-09,0
92,26,1,9.81E-09,5.86E-08,3.80E-08,2.06E-09,0.85,5.09,5.94,0.08,17.48,198.28,215.76,-29.45,2,0,0,1,6.67E-09,3.98E-08,2.58E-08,1.40E-09,0
92,26,0.999999881,1.40E-08,7.34E-08,5.76E-08,2.06E-09,0.83,5.05,5.88,-0.06,78.75,211.39,290.14,74.38,2,0,0,0.999999919,9.52E-09,4.99E-08,3.92E-08,1.40E-09,0
92,26,0.999994516,7.00E-08,2.45E-06,2.81E-06,2.06E-09,0.83,5.12,5.95,0.07,122.65,232.63,355.28,65.14,2,0,0,0.999996271,4.76E-08,1.67E-06,1.91E-06,1.40E-09,0
92,26,0.999999285,2.44E-08,3.54E-07,3.72E-07,2.06E-09,0.81,5.04,5.85,-0.1,86.52,218.6,305.12,-50.16,3,0,0,0.999999514,1.66E-08,2.41E-07,2.53E-07,1.40E-09,0
92,26,1,1.12E-08,3.63E-09,2.29E-09,2.06E-09,0.79,4.91,5.7,-0.15,76.57,201.07,277.64,-27.48,3,0,0,1,7.62E-09,2.47E-09,1.56E-09,1.40E-09,0
92,26,1,8.64E-09,1.11E-09,6.02E-10,2.06E-09,0.84,4.94,5.78,0.08,130.85,176.72,307.57,29.93,4,0,0,1,5.88E-09,7.55E-10,4.09E-10,1.40E-09,0
92,26,1,1.22E-08,1.11E-09,7.37E-10,2.06E-09,0.82,5.34,6.16,0.38,136.98,181.16,318.14,10.57,4,0,0,1,8.30E-09,7.55E-10,5.01E-10,1.40E-09,0
92,26,1,3.08E-08,1.77E-09,3.00E-09,2.06E-09,0.78,5.22,6,-0.16,112.13,211.52,323.65,5.51,5,0,0,1,2.09E-08,1.20E-09,2.04E-09,1.40E-09,0
92,26,1,1.20E-08,8.97E-09,6.85E-09,2.06E-09,0.96,5.55,6.51,0.51,233.35,230.86,464.21,140.56,5,0,0,1,8.16E-09,6.10E-09,4.66E-09,1.40E-09,0
92,26,1,5.23E-09,4.16E-08,1.04E-08,2.06E-09,0.96,5.55,6.51,0,233.35,230.86,464.21,0,5,0,0,1,3.56E-09,2.83E-08,7.07E-09,1.40E-09,0
92,26,1,2.95E-09,4.43E-08,4.90E-09,2.06E-09,0.92,5.45,6.37,-0.14,278.62,257.61,536.23,72.02,5,0,0,1,2.01E-09,3.01E-08,3.33E-09,1.40E-09,0
92,26,1,4.88E-09,3.87E-08,1.09E-08,2.06E-09,0.89,5.35,6.24,-0.13,272.29,267.62,539.91,3.68,5,0,0,1,3.32E-09,2.63E-08,7.41E-09,1.40E-09,0
92,26,0.999999881,1.14E-08,6.94E-08,5.73E-08,2.06E-09,0.87,5.34,6.21,-0.03,267.07,275.59,542.66,2.75,5,0,0,0.999999919,7.75E-09,4.72E-08,3.90E-08,1.40E-09,0
92,26,0.999999762,1.78E-08,7.71E-08,9.80E-08,2.06E-09,0.85,5.3,6.15,-0.06,329.99,301.59,631.58,88.92,5,0,0,0.999999838,1.21E-08,5.24E-08,6.66E-08,1.40E-09,0
92,26,0.999998093,8.68E-07,1.76E-07,9.90E-07,2.06E-09,0.95,5.31,6.26,0.11,361.77,433.14,794.91,163.33,6,0,1,0.679998703,0.32000059,0.32000012,0.320000673,1.40E-09,0
92,26,0.015806891,0.984130001,9.79E-07,6.22E-05,2.06E-09,0.93,5.24,6.17,-0.09,641.91,667.28,1309.19,514.28,6,0,1,0.010748686,0.669208401,6.66E-07,4.23E-05,1.40E-09,1
92,26,6.49E-05,0.999835995,3.27E-07,9.87E-05,2.06E-09,0.91,5.18,6.09,-0.08,795.92,786.54,1582.46,273.27,6,0,1,4.41E-05,0.679888477,2.22E-07,6.71E-05,1.40E-09,1
92,26,0.000212514,0.989219492,4.26E-06,0.010563812,2.06E-09,0.89,5.53,6.42,0.33,741.23,780.17,1521.4,-61.06,6,0,1,0.00014451,0.672669255,2.90E-06,0.007183392,1.40E-09,1
92,26,0.000274842,0.937323443,1.02E-05,0.062391554,2.06E-09,0.93,5.45,6.38,-0.04,655.27,785.75,1441.02,-80.38,6,0,1,0.000186893,0.637379941,6.94E-06,0.042426257,1.40E-09,1
92,26,3.85E-05,0.001236725,1.35E-06,0.99872347,2.06E-09,0.91,5.38,6.29,-0.09,694.02,780.03,1474.05,33.03,6,0,1,0,0,0,0,0,1
92,26,0.00043221,0.002627783,1.43E-06,0.99693857,2.06E-09,0.89,5.34,6.23,-0.06,729.78,560.28,1290.06,-183.99,6,0,1,0,0,0,0,0,1
92,26,0.000526709,0.003310465,1.49E-06,0.996161352,2.06E-09,0.88,5.2,6.08,-0.15,732.32,694.08,1426.4,136.34,6,0,1,0,0,0,0,0,1
92,26,0.000436644,0.009931532,2.03E-06,0.989629813,2.06E-09,0.86,5.11,5.97,-0.11,723.41,734.02,1457.43,31.03,6,0,1,0,0,0,0,0,1
92,26,0.000760295,0.956051924,0.000102782,0.043084949,2.06E-09,0.84,5.08,5.92,-0.05,676,728.42,1404.42,-53.01,6,0,1,0.000517001,0.650115308,6.99E-05,0.029297765,1.40E-09,1
92,26,1.99E-05,0.00078135,0.0344836,0.964715235,2.06E-09,0.83,4.98,5.81,-0.11,682.44,729.86,1412.3,7.88,6,0,1,0,0,0,0,0,1
92,26,6.63E-07,3.27E-07,0.999960186,3.87E-05,2.06E-09,0.8,4.88,5.68,-0.13,731.74,770.67,1502.41,90.11,6,0,1,4.51E-07,2.22E-07,0.999972926,2.63E-05,1.40E-09,1
92,26,7.09E-06,3.45E-07,0.999389187,0.000603356,2.06E-09,0.82,4.98,5.8,0.12,766.09,791.31,1557.4,54.99,6,0,1,4.82E-06,2.35E-07,0.999584647,0.000410282,1.40E-09,1
92,26,2.31E-05,3.55E-07,0.998330524,0.001646011,2.06E-09,0.84,4.98,5.82,0.02,798.51,807.43,1605.94,48.54,6,0,1,1.57E-05,2.41E-07,0.998864756,0.001119287,1.40E-09,1
92,26,8.86E-05,1.57E-06,0.904167749,0.095742002,2.06E-09,0.88,4.88,5.76,-0.06,817.08,818.22,1635.3,29.36,6,0,1,6.02E-05,1.07E-06,0.934834069,0.065104561,1.40E-09,1
92,26,3.43E-05,1.60E-06,0.187597526,0.812366528,2.06E-09,0.86,5.18,6.04,0.28,830.86,825.33,1656.19,20.89,6,0,1,0,0,0,0,0,1
92,26,3.07E-05,9.61E-07,0.965358258,0.03461004,2.06E-09,0.83,5.07,5.9,-0.14,851.34,844.15,1695.49,39.3,6,0,1,2.09E-05,6.53E-07,0.976443615,0.023534827,1.40E-09,1
92,26,9.47E-09,1.18E-09,5.68E-06,0.999994278,2.06E-09,0.82,4.95,5.77,-0.13,860.63,847.78,1708.41,12.92,6,0,1,0,0,0,0,0,1
92,26,3.56E-10,4.49E-11,8.17E-08,0.999999881,2.06E-09,0.82,4.95,5.77,0,860.63,847.78,1708.41,0,6,0,1,0,0,0,0,0,1
92,26,3.37E-10,5.89E-11,8.66E-08,0.999999881,2.06E-09,0.91,4.83,5.74,-0.03,872.14,856.99,1729.13,20.72,6,0,1,0,0,0,0,0,1
92,26,3.98E-09,1.20E-09,4.26E-06,0.999995708,2.06E-09,0.89,4.79,5.68,-0.06,878.36,857.16,1735.52,6.39,6,0,1,0,0,0,0,0,1
92,26,6.01E-05,8.74E-07,0.910320997,0.089617985,2.06E-09,0.88,4.77,5.65,-0.03,884.48,858.55,1743.03,7.51,5,0,1,4.09E-05,5.94E-07,0.939018278,0.06094023,1.40E-09,1
92,26,1.52E-05,9.11E-08,0.999871747,0.000112822,2.06E-09,0.86,4.77,5.63,-0.02,890.41,862.61,1753.02,9.99,5,0,1,1.03E-05,6.19E-08,0.999912788,7.67E-05,1.40E-09,1
96,27,1,1.86E-08,1.39E-10,9.53E-11,2.06E-09,1.79,6.12,7.91,0,NA,NA,NA,0,3,0,0,1,1.26E-08,9.45E-11,6.48E-11,1.40E-09,0
96,27,1,2.70E-09,1.06E-10,2.89E-11,2.06E-09,0,2.5,2.5,-5.41,4,3,7,7,0,0,0,1,1.84E-09,7.21E-11,1.97E-11,1.40E-09,0
96,27,1,5.46E-10,1.49E-10,1.10E-11,2.06E-09,8.33,3.35,11.68,9.18,6.74,3.68,10.42,3.42,0,0,0,1,3.71E-10,1.01E-10,7.48E-12,1.40E-09,0
96,27,1,3.22E-10,1.03E-10,4.96E-12,2.06E-09,8.24,4.02,12.26,0.58,9.43,4.78,14.21,3.79,0,0,0,1,2.19E-10,7.00E-11,3.37E-12,1.40E-09,0
